Grade,Chapter,Topic Nos.,Topic,Subtopic Nos.,"Skill (Reading, Listening, Speaking, Writing, Language)",Domain & Axis,Standard , Learning Objectives Nos., Learning Objectives ," Linguistic Concepts (Grammar, Spelling, Rhetoric)",Saal Practice,Saal Lessons,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.7,"كتابة احتراف: هدفي في الحياة
",1.7.2,الكتابة,الكتابة / إنتاج الأعمال الكتابية و نشرها,أن ينتج المتعلم نصوصا سردية ومعلوماتية و اقناعية و وصفية وأن تظهر كتابته تقيده بالسلامة اللغوية,G11.4.2.2.6,أن ينتج المتعلم نصوصا سردية ومعلوماتية و اقناعية و وصفية وأن تظهر كتابته تقيده بالسلامة اللغوية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.7,"كتابة احتراف: كتابة ذكرى من أيام الطفولة
",1.7.3,الكتابة,الكتابة / إنتاج الأعمال الكتابية و نشرها,"ان يكتب المتعلم نصوصا تعبر عن فكرة مركزية، تظهر مقدرة على التركيز والتنظيم و تدل على وعي كامل بالمتلقين ، مطورا مهاراته الكتابية من خلال مهارات الكتابة، (ما قبل الكتابة، المسودة، المراجعة) لتحرير النص",G11.4.2.2.7,"ان يكتب المتعلم نصوصا تعبر عن فكرة مركزية، تظهر مقدرة على التركيز والتنظيم و تدل على وعي كامل بالمتلقين ، مطورا مهاراته الكتابية من خلال مهارات الكتابة، (ما قبل الكتابة، المسودة، المراجعة) لتحرير النص",,,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.7,"كتابة احتراف: كتابة ذكرى من أيام الطفولة
",1.7.3,الكتابة,الكتابة / إنتاج الأعمال الكتابية و نشرها,أن ينتج المتعلم نصوصا سردية ومعلوماتية و اقناعية و وصفية وأن تظهر كتابته تقيده بالسلامة اللغوية,G11.4.2.2.6,أن ينتج المتعلم نصوصا سردية ومعلوماتية و اقناعية و وصفية وأن تظهر كتابته تقيده بالسلامة اللغوية,كتابة نص سردي,,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.8,"نحو: مراجعة
",1.8.1,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.7,يميز الظواهر النحوية والصرفية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.8,"نحو: مراجعة
",1.8.1,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.7,يربط بين خبراته السابقة,,,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.8,"نحو: مراجعة
",1.8.1,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.4.2.2.8,يوظف ما تعلمه في انتاجه الشفوي و الكتابي,,,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.8,"نحو: اسما الزمان والمكان
",1.8.2,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.5,يتعرف المتعلم اسمي الزمان والمكان و يصوغمها و يوظفهما في مواقف حياتية,"اسما الزمان والمكان
",الجملة الاسمية: أنواع الخبر 2,الجملة الاسمية: أنواع الخبر 2,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.8,"نحو: اسم التفضيل
",1.8.3,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.4,يتعرف المتعلم اسم التفضيل ويصوغه و يوظفه في مواقف حياتية,"اسم التفضيل
",,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.8,"نحو: اسم الآلة
",1.8.4,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.3,يتعرف المتعلم اسم الآلة و يصوغه و يوظفه في مواقف حياتية,"اسم الآلة
",,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.8,"نحو: النسب
",1.8.5,اللغة (البلاغة),اللغة/ بنية اللغة العربية : (البلاغة),"أن يتعرف المتعلم المفاهيم البلاغية، ويتذوقها ويوظفها في إنتاجه اللغوي",G11.6.3.1.1,يتعرف المتعلم الاسم المنسوب و يصوغه و يوظفه في مواقف حياتية,"النسب
",,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.9,"بلاغة: التشبيه التمثيلي
",1.9.1,اللغة (البلاغة),اللغة/ بنية اللغة العربية : (البلاغة),"أن يتعرف المتعلم المفاهيم البلاغية، ويتذوقها ويوظفها في إنتاجه اللغوي",G11.6.3.1.3,يتعرف مفهوم التشبيه التمثيلي و يحلله موضحا موطن الجمال و ينتج جملا تتضمنه,"التشبيه التمثيلي
",,,,,,,,,,,,,,,,
Grade 11,الفصل الأوّل,1.9,"بلاغة: الكناية
",1.9.2,اللغة (البلاغة),اللغة/ بنية اللغة العربية : (البلاغة),"أن يتعرف المتعلم المفاهيم البلاغية، ويتذوقها ويوظفها في إنتاجه اللغوي",G11.6.3.1.5,يتعرف مفهوم الكناية و ينتج جملا تتضمنها,"الكناية
",,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.1,"حديث شريف: مثل هذه الأمة مثل أربعة نفر
",2.1.1,القراءة,"قراءة النصوص المعلوماتية / تكامل المعرفة مع المهارات
","أن يتبين وظيفة النص من خلال الوسائط المختلفة، وينقد ما جاء فيه من معارف وآراء، ويبني خبرات جديدة ليوظفها في نتاجات متنوعة",G11.2.2.1.18,يحلل المتعلم معاني الحديث الشريف ضمن سياقاته ملتفتا الى خصائص المثل في البلاغة النبوية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.1,"حديث شريف: مثل هذه الأمة مثل أربعة نفر
",2.1.1,القراءة,"قراءة النصوص الأدبية / تحليل النص
","أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G10.2.2.1.10,يحفظ المتعلم الحديث الشريف,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: أراك عصي الدمع- أبو فراس الحمداني
",2.2.1,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.3,"يبين المتعلم المعنى الاجمالي للنص الشعري، كيف يستجيب هذا المعنى للعاطفة المسيطرة على النص",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: أراك عصي الدمع- أبو فراس الحمداني
",2.2.1,القراءة,قراءة النصوص الأدبية/ معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G11.2.1.1.1,يفسر المفردات من خلال السياق والقرائن,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: أراك عصي الدمع- أبو فراس الحمداني
",2.2.1,القراءة,قراءة النصوص الأدبية/ معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G11.2.1.1.1,يستنتج الدلالات التعبيرية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: أراك عصي الدمع- أبو فراس الحمداني
",2.2.1,القراءة,قراءة النصوص الأدبية/ معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G11.2.1.1.2,يحلل النص في سياقه التاريخي والاجتماعي,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: أراك عصي الدمع- أبو فراس الحمداني
",2.2.1,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.8,يحفظ النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: الطين - ايليا ابو ماضي
",2.2.2,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.3,"يبين المتعلم المعنى الاجمالي للنص الشعري، كيف يستجيب هذا المعنى للعاطفة المسيطرة على النص",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: الطين - ايليا ابو ماضي
",2.2.2,القراءة,قراءة النصوص الأدبية/ معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G11.2.1.1.1,يفسر المفردات من خلال السياق والقرائن,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: الطين - ايليا ابو ماضي
",2.2.2,القراءة,قراءة النصوص الأدبية/ معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G11.2.1.1.1,يستنتج الدلالات التعبيرية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: الطين - ايليا ابو ماضي
",2.2.2,القراءة,قراءة النصوص الأدبية/ معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G11.2.1.1.2,يحلل النص في سياقه التاريخي والاجتماعي,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"شعر: الطين - ايليا ابو ماضي
",2.2.2,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.8,يحفظ النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"قصة قصيرة: حتى آخر رمق - عائشة الزعابي
",2.2.3,القراءة,قراءة النصوص الادبية / تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G11.2.2.1.10,يتعرف المتعلم عنصر الراوي ووجهة النظر في القصة,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"قصة قصيرة: حتى آخر رمق - عائشة الزعابي
",2.2.3,القراءة,قراءة النصوص الادبية / تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G11.2.2.1.14,يتعرف المتعلم دور الراوي في تقديم وجهة نظر معينة تحكى من خلالها القصة وأثر ذلك في البناء القصصي وتشكيل عناصره,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"قصة قصيرة: غطاء الفراش - جورج برنارد شو
",2.2.4,القراءة,قراءة النصوص الادبية / تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G11.2.2.1.11,"يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها، ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمات والأساليب الأدبية المناسبة لنصوصهم",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"قصة قصيرة: غطاء الفراش - جورج برنارد شو
",2.2.4,القراءة,قراءة النصوص الادبية / تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G11.2.2.1.12,يتعرف تقنية الاستباق في الزمن,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"قصة قصيرة: غطاء الفراش - جورج برنارد شو
",2.2.4,القراءة,قراءة النصوص الادبية / تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G11.2.2.1.13,يتتبع مواضع ظهور علامات في السرد توجه القارئ نحو نهاية القصة,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"سيرة ذاتية: دارنا الدمشقية - نزار قباني
",2.2.5,القراءة,قراءة النصوص الادبية / تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G11.2.2.1.2,"يحدد المتعلم جوانب معينة في النصوص الأدبية و يفهمها، و يحلل عناصر النص و خيارات المؤلفين في اختيار الكلمات والأساليب الأدبية المناسبة لنصوصهم",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.2,"سيرة ذاتية: دارنا الدمشقية - نزار قباني
",2.2.5,القراءة,قراءة النصوص الادبية / تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G11.2.2.1.4,يتعرف المتعلم خصائص النص الوصفي,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.3,"مقال: الحلاق المثقف - ياسر حارب
",2.3.1,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.4,"يستعرض الأدلة التي استخدمها الكاتب لدعم فكرته المحورية، سواء أكانت عاطفية أم منطقية",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.3,"مقال: الحلاق المثقف - ياسر حارب
",2.3.1,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.6,"يقارن المتعلم بين أوجه الشبه والاختلاف في أسلوب عرض وجهة النظر (الإقناع، الوصف، الشرح، تأريخ الأحداث)",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.3,"مقال: الحلاق المثقف - ياسر حارب
",2.3.1,القراءة,قراءة النصوص المعلوماتية/ تكامل المعرفة مع المهارات,"أن يتبين وظيفة النص من خلال الوسائط المختلفة، وينقد ما جاء فيه من معارف وآراء، ويبني خبرات جديدة ليوظفها في نتاجات متنوعة",G11.3.3.1.2,"يدمج المعلومات المقدمة بوسائل مختلفة مطبوعة و رقمية بغرض الوصول إلى إجابة سؤال، أو تنمية المعرفة الحالية",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.3,"عمود ضحفيّ: يوجعني نصف الإنسان - صالحة عبيد
",2.3.2,القراءة,قراءة النصوص الادبية / تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G11.2.3.1.5,يقرأ المتعلم أعمدة صحفية عن قضية معينة ويناقش القضية ويحلل طريقة الكاتب في عرضها والحجج والأدلة التي استخدمها,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.4,"نص معلوماتي: حضن الطبيعة
",2.4.1,القراءة,"قراءة النصوص المعلوماتية / معرفة الفكرة الرئيسة والتفاصيل
","أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G11.3.1.1.1,"يستعرض الأدلة التي استخدمها الكاتب لدعم فكرته المحورية، سواء أكانت عاطفية أم منطقية",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.4,"نص معلوماتي: حضن الطبيعة
",2.4.1,القراءة,قراءة النصوص المعلوماتية / معرفة الفكرة الرئيسة والتفاصيل ,"أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G11.3.1.1.2,يحلل المتعلم فكر النص محددا كيف تفاعلت الفكر و بنيت على بعضها بعض,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.4,"نص معلوماتي: حضن الطبيعة
",2.4.1,القراءة,قراءة النصوص المعلوماتية / تحليل النص,"أن يحلل المتعلم عناصر النص واختيار الكاتب للكلمات، ويقيم الطرائق التي تساهم فيها تراكيب الجمل في بناء النص، وأساليب عرض وجهة النظر، أو طريقة كتابة النص وطباعته.",G11.3.2.1.3,يقيم المتعلم بناء النص من خلال الحكم على مدى تماسك الجمل والفقرات,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.4,"نص معلوماتي: حضن الطبيعة
",2.4.1,القراءة,قراءة النصوص المعلوماتية / تكامل المعرفة مع المهارات ,"أن يتبين وظيفة النص من خلال الوسائط المختلفة، وينقد ما جاء فيه من معارف وآراء، ويبني خبرات جديدة ليوظفها في نتاجات متنوعة",G11.3.3.1.2,"يدمج المعلومات المقدمة بوسائل مختلفة مطبوعة و رقمية بغرض الوصول إلى إجابة سؤال، أو تنمية المعرفة الحالية",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.4,"نص معلوماتي: كيف نحيا بلا بلاستيك؟
",2.4.2,القراءة,"قراءة النصوص المعلوماتية / معرفة الفكرة الرئيسة والتفاصيل
","أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G11.3.1.1.1,"يستعرض الأدلة التي استخدمها الكاتب لدعم فكرته المحورية، سواء أكانت عاطفية أم منطقية",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.4,"نص معلوماتي: كيف نحيا بلا بلاستيك؟
",2.4.2,القراءة,"قراءة النصوص المعلوماتية / معرفة الفكرة الرئيسة والتفاصيل
","أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G11.3.1.1.2,يحلل المتعلم فكر النص محددا كيف تفاعلت الفكر و بنيت على بعضها بعض,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.4,"نص معلوماتي: كيف نحيا بلا بلاستيك؟
",2.4.2,القراءة,قراءة النصوص المعلوماتية / تحليل النص,"أن يحلل المتعلم عناصر النص واختيار الكاتب للكلمات، ويقيم الطرائق التي تساهم فيها تراكيب الجمل في بناء النص، وأساليب عرض وجهة النظر، أو طريقة كتابة النص وطباعته.",G11.3.2.1.3,يقيم المتعلم بناء النص من خلال الحكم على بنيته والعلاقات بين أجزائه,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.4,"نص معلوماتي: كيف نحيا بلا بلاستيك؟
",2.4.2,القراءة,قراءة النصوص المعلوماتية / تكامل المعرفة مع المهارات ,"أن يتبين وظيفة النص من خلال الوسائط المختلفة، وينقد ما جاء فيه من معارف وآراء، ويبني خبرات جديدة ليوظفها في نتاجات متنوعة",G11.3.3.1.2,"يدمج المعلومات المقدمة بوسائل مختلفة مطبوعة و رقمية بغرض الوصول إلى إجابة سؤال، أو تنمية المعرفة الحالية",,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.5,"استماع: إدارة الوقت وأهميته
",2.5.1,الاستماع والمحادثة,الاستماع / استيعاب المعرفة وتقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.2,يحدد الفكرة المحورية التي يدور حولها النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.5,"استماع: إدارة الوقت وأهميته
",2.5.1,الاستماع والمحادثة,الاستماع / استيعاب المعرفة وتقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.1,يحدد الكلمة المفتاحية في النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.5,"استماع: إدارة الوقت وأهميته
",2.5.1,الاستماع والمحادثة,الاستماع / استيعاب المعرفة وتقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.2,يشرح الأفكار الداعمة للفكرة المحورية,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.5,"استماع: إدارة الوقت وأهميته
",2.5.1,الاستماع والمحادثة,الاستماع / استيعاب المعرفة وتقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.1,يحلل القيم الظاهرة والخفية في النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.5,"استماع - ثلاث عشر عادة خطأ
",2.5.2,الاستماع والمحادثة,الاستماع / استيعاب المعرفة وتقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.1,يتعرف الأفكار الرئيسة,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.5,"استماع - ثلاث عشر عادة خطأ
",2.5.2,الاستماع والمحادثة,الاستماع / استيعاب المعرفة وتقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G11.5.1.1.1,يستنتج القيم الواردة في النص,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.6,"محاثة: دارنا الدمشقية
",2.6.1,الاستماع والمحادثة,المحادثة/ استيعاب المعرفة وتقديمها,"أن يستخدم المتعلم الوسائط الرقمية في العروض البصرية للتعبير عن المعلومات، ويفهم المــادة المعروضة من خلال هذه الوسائط.",G11.5.1.2.2,يقدم عرضا شفويا معلوماتيا يضمنه أدلة مختلفة,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.6,"محاثة: دارنا الدمشقية
",2.6.1,الاستماع والمحادثة,المحادثة/ استيعاب المعرفة وتقديمها,"أن يستخدم المتعلم الوسائط الرقمية في العروض البصرية للتعبير عن المعلومات، ويفهم المــادة المعروضة من خلال هذه الوسائط.",G11.5.1.2.2,يجمع المعلومات و يعرضها عرضا شائقا,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.6,"محاثة: دارنا الدمشقية
",2.6.1,الاستماع والمحادثة,المحادثة/ استيعاب المعرفة وتقديمها,"أن يستخدم المتعلم الوسائط الرقمية في العروض البصرية للتعبير عن المعلومات، ويفهم المــادة المعروضة من خلال هذه الوسائط.",G11.5.1.2.2,يوظف التقانة في البحث والعرض,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.6,"محادثة: القراءة
",2.6.2,الاستماع والمحادثة,المحادثة/ استيعاب المعرفة وتقديمها,"أن يستخدم المتعلم الوسائط الرقمية في العروض البصرية للتعبير عن المعلومات، ويفهم المــادة المعروضة من خلال هذه الوسائط.",G11.5.1.2.3,يقدم عرضا شفويا معلوماتيا بهدف الإقناع يضمنه أدلة منطقية وحججا مقنعة وذلك بأن يطرح قضية تربوية ناسبا الفكر والآراء إلى أصحابها مبديا رأيه فيها,,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.7,"كتابة: كتابة قصة من وجهة نظر راو آخر
",2.7.1,الكتابة,الكتابة / إنتاج الأعمال الكتابية ونشرها,أن ينتج المتعلم نصوصا سردية ومعلوماتية وإقناعية ووصفية وتظهر كتاباته تقيده بالسلامة اللغوية.,G11.4.2.2.3,يعيد كتابة نص قصصي من وجهة نظر أخرى,كتابة نص سردي (قصصي),,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.7,"كتابة: منزلنا القديم
",2.7.2,الكتابة,الكتابة / إنتاج الأعمال الكتابية ونشرها,أن ينتج المتعلم نصوصا سردية ومعلوماتية وإقناعية ووصفية وتظهر كتاباته تقيده بالسلامة اللغوية.,G11.4.2.2.4,يكتب المتعلم نصا وصفيا مستخدما تقنيات الكتابة الوصفية من مثل استخدام أسماء محددة وتوظيف التفاصيل الحسية واللغة المجازية,كتابة نص وصفي,,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.8,"نحو: أفعال المقاربة والشروع والرجاء
",2.8.1,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.6,يتعرف المتعلم أفعال المقاربة والشروع والرجاء ويعربها ويوظفها في مواقف حياتية,"أفعال المقاربة والشروع والرجاء
",,,,,,,,,,,,,,,,
Grade 11,الفصل الثاني,2.8,نحو: النداء,2.8.2,اللغة (النحو والصرف),اللغة/ بنية اللغة العربية (النحو والصرف),"أن يتعرف المتعلم المفاهيم النحوية والصرفية، ويستخدمها استخداما صحيحا.",G11.6.2.1.8,يتعرف المتعلم جملة النداء ويوظفها في مواقف حياتية,النداء,,,,,,,,,,,,,,,,
